"","max_blanks","mean_samples","flag"
"8726_257.1936_10.2432_636_Nandrolone_Nandrolone_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_1-benzopyrans",9325338,3085424.14722222,1
"8727_257.1936_10.0437_636_17.alpha.-Nandrolone_17.alpha.-Nandrolone_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_1-benzopyrans",4477700,1542749.69305556,1
"8728_257.1936_12.0692_7778_17.alpha.-Nandrolone_17.alpha.-Nandrolone_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Estrane steroids",122394.7,134472.275833333,1
"8729_257.1937_12.0173_7778_17.alpha.-Nandrolone_17.alpha.-Nandrolone_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Estrane steroids",41952.98,41209.8371666667,1
"8730_257.1937_11.9584_7778_17.alpha.-Nandrolone_17.alpha.-Nandrolone_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Estrane steroids",33267.01,24261.5101666667,1
"8731_257.2097_7.0937_4001_N/A_NA_no matches_no matches_no matches_no matches",409106.3,26937.4350833333,1
"8732_257.2098_7.2417_1145_N/A_NA_no matches_no matches_no matches_no matches",778185,42350.3998333333,1
"8734_257.2225_6.5265_288_N/A_NA_no matches_no matches_no matches_no matches",19885.32,68.4053333333333,1
"8735_257.2475_10.9881_-1_N/A_NA_no matches_no matches_no matches_no matches",63809.55,1132.72777777778,1
"8736_258.1048_3.4616_1212_N/A_NA_no matches_no matches_no matches_no matches",186608.7,2993.81775,1
"8743_258.1337_6.3328_654_N/A_NA_no matches_no matches_no matches_no matches",119201.1,179891.791388889,1
"8744_258.1337_4.5333_-1_N/A_NA_no matches_no matches_no matches_no matches",29736.93,55607.1297222222,1
"8748_258.1338_3.0658_-1_N/A_NA_no matches_no matches_no matches_no matches",44193.21,63215.3122222222,1
"8749_258.1338_3.2798_489_N/A_NA_no matches_no matches_no matches_no matches",29286.44,57844.7361111111,1
"8751_258.1338_3.5861_1212_N/A_NA_no matches_no matches_no matches_no matches",182539.4,90928.6820694444,1
"8753_258.1338_3.7074_1212_N/A_NA_no matches_no matches_no matches_no matches",50987.23,86495.4323472222,1
"8754_258.1338_3.822_1212_N/A_NA_no matches_no matches_no matches_no matches",70963.16,105741.692625,1
"8760_258.1597_8.3852_-1_N/A_NA_no matches_no matches_no matches_no matches",30117.86,47130.2105277778,1
"8763_258.1701_4.7152_1838_N/A_NA_no matches_no matches_no matches_no matches",208265.2,20871.9271111111,1
"8765_258.1701_4.069_5043_N/A_NA_no matches_no matches_no matches_no matches",513898,41938.0105555556,1
"8766_258.1701_4.615_18342_N/A_NA_no matches_no matches_no matches_no matches",51106.34,30283.6283333333,1
"8767_258.1701_3.9249_-1_N/A_NA_no matches_no matches_no matches_no matches",643162.4,35172.2308611111,1
"8768_258.1702_3.366_489_N/A_NA_no matches_no matches_no matches_no matches",46255.06,27828.8836111111,1
"8769_258.1702_4.52_18342_N/A_NA_no matches_no matches_no matches_no matches",42130.32,35752.6783333333,1
"8770_258.1702_3.739_489_N/A_NA_no matches_no matches_no matches_no matches",62997.69,63864.1438888889,1
"8771_258.1702_4.2874_5043_N/A_NA_no matches_no matches_no matches_no matches",789510.2,160182.138888889,1
"8772_258.1702_5.7489_701_N/A_NA_no matches_no matches_no matches_no matches",69192.67,52544.8447222222,1
"8773_258.1702_3.5575_489_N/A_NA_no matches_no matches_no matches_no matches",28328.98,32658.3577777778,1
"8774_258.1702_5.2377_4022_N/A_NA_no matches_no matches_no matches_no matches",100201.1,71558.7827777778,1
"8775_258.1702_9.4706_2276_N/A_NA_Organic compounds_Organoheterocyclic compounds_Piperidines_Piperidinecarboxylic acids and derivatives",285552.9,96691.7383333333,1
"8776_258.1702_5.432_-1_N/A_NA_no matches_no matches_no matches_no matches",310558.4,58386.8405555556,1
"8777_258.1702_5.908_316_N/A_NA_no matches_no matches_no matches_no matches",297511.6,79495.7763888889,1
"8778_258.1702_4.9223_-1_N/A_NA_no matches_no matches_no matches_no matches",227036.7,41334.0666666667,1
"8779_258.1702_6.0252_316_N/A_NA_no matches_no matches_no matches_no matches",122634,91231.1797222222,1
"8781_258.1702_6.1646_275_N/A_NA_no matches_no matches_no matches_no matches",80264.95,57198.9669444444,1
"8782_258.1702_8.1115_3094_N/A_NA_no matches_no matches_no matches_no matches",148864.5,39103.5691666667,1
"8783_258.1702_6.4041_275_N/A_NA_no matches_no matches_no matches_no matches",70604.91,35881.8641666667,1
"8784_258.1702_6.5051_-1_N/A_NA_no matches_no matches_no matches_no matches",224701.5,97224.7933333333,1
"8785_258.1702_7.5502_-1_N/A_NA_no matches_no matches_no matches_no matches",17054.59,19684.8851666667,1
"8786_258.1702_6.8655_13393_N/A_NA_no matches_no matches_no matches_no matches",72794.9,33499.0011111111,1
"8787_258.1702_6.7946_13393_N/A_NA_no matches_no matches_no matches_no matches",74827.54,38075.4352777778,1
"8788_258.1702_8.2736_3094_N/A_NA_no matches_no matches_no matches_no matches",230305.9,53045.2369166667,1
"8789_258.1703_8.4577_275_N/A_NA_no matches_no matches_no matches_no matches",10934.56,6219.81333333333,1
"8790_258.1703_10.3525_275_N/A_NA_no matches_no matches_no matches_no matches",16745.44,237.762194444444,1
"8791_258.1812_2.1532_5276_N/A_NA_no matches_no matches_no matches_no matches",595720.6,27102.9943333333,1
"8792_258.1815_0.6724_5276_N/A_NA_no matches_no matches_no matches_no matches",81764.46,5363.02247222222,1
"8793_258.1854_4.9391_3920_N/A_NA_no matches_no matches_no matches_no matches",45641.73,36319.8016666667,1
"8794_258.1854_9.8887_-1_N/A_NA_no matches_no matches_no matches_no matches",71676.38,10433.83,1
"8795_258.1857_10.3356_-1_N/A_NA_no matches_no matches_no matches_no matches",26779.53,18829.5274444444,1
"8796_258.1858_10.2203_275_N/A_NA_no matches_no matches_no matches_no matches",19521.66,11423.4826944444,1
"8797_258.1858_10.078_242_N/A_NA_no matches_no matches_no matches_no matches",19521.66,5835.813,1
"8798_258.197_10.1437_242_N/A_NA_no matches_no matches_no matches_no matches",1383686,327614.663888889,1
"8799_258.197_10.2439_275_N/A_NA_no matches_no matches_no matches_no matches",837249.1,450043.597222222,1
"8800_258.2065_4.7116_3145_N/A_NA_no matches_no matches_no matches_no matches",5095.41,361.186666666667,1
"8801_258.2065_4.7756_3145_N/A_NA_no matches_no matches_no matches_no matches",2331.743,552.508277777778,1
"8803_258.2065_5.8397_701_N/A_NA_no matches_no matches_no matches_no matches",82475.64,2458.64308333333,1
"8805_258.2065_9.1719_512_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Quinone and hydroquinone lipids",3128968,3205773.28555556,1
"8808_258.2066_6.9004_13393_N/A_NA_no matches_no matches_no matches_no matches",246453,21114.7792777778,1
"8809_258.2066_9.5683_8536_N/A_NA_no matches_no matches_no matches_no matches",67698.46,16501.9919444444,1
"8810_258.2066_7.2103_-1_N/A_NA_no matches_no matches_no matches_no matches",135344.8,14900.6737416667,1
"8811_258.2066_8.8469_-1_N/A_NA_no matches_no matches_no matches_no matches",18032.71,5684.31827777778,1
"8812_258.2067_8.4946_474_N/A_NA_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines",42610.9,4771.22125,1
"8813_258.2067_8.1629_512_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Quinone and hydroquinone lipids",283949.9,60765.2018472222,1
"8814_258.2067_7.8044_-1_N/A_NA_no matches_no matches_no matches_no matches",78497.09,8736.68533333333,1
"8815_258.2178_1.6696_-1_N/A_NA_no matches_no matches_no matches_no matches",11723.69,0,1
"8816_258.2217_8.0312_-1_N/A_NA_no matches_no matches_no matches_no matches",2360984,839666.85725,1
"8817_258.2217_8.1519_-1_N/A_NA_no matches_no matches_no matches_no matches",4216781,328034.828055556,1
"8818_258.2218_7.9377_-1_N/A_NA_no matches_no matches_no matches_no matches",5131324,1219155.75863889,1
"8819_258.2218_8.2464_2872_N/A_NA_no matches_no matches_no matches_no matches",3930140,455448.477222222,1
"8820_258.2218_7.6246_-1_N/A_NA_no matches_no matches_no matches_no matches",2700022,365037.021361111,1
"8821_258.2218_7.7194_-1_N/A_NA_no matches_no matches_no matches_no matches",6155235,550038.932,1
"8822_258.2218_7.4951_-1_N/A_NA_no matches_no matches_no matches_no matches",2713921,188287.566527778,1
"8824_258.2218_8.8604_8052_N/A_NA_no matches_no matches_no matches_no matches",320852.8,145997.709527778,1
"8825_258.2218_8.4762_-1_N/A_NA_no matches_no matches_no matches_no matches",2151388,343508.245833333,1
"8826_258.2218_7.3017_-1_N/A_NA_no matches_no matches_no matches_no matches",1093100,87159.6726388889,1
"8827_258.2218_8.7146_-1_N/A_NA_no matches_no matches_no matches_no matches",582003.6,222910.294444444,1
"8828_258.2429_9.1218_8052_N/A_NA_no matches_no matches_no matches_no matches",470008.8,21761.7279166667,1
"8829_258.2429_7.5332_1982_N/A_NA_no matches_no matches_no matches_no matches",6849.917,1365.27052777778,1
"8830_258.2429_10.4267_1851_N/A_NA_Organic compounds_Organoheterocyclic compounds_Imidazopyrimidines_Purines and purine derivatives",68095.62,25717.70325,1
"8831_258.2429_7.7588_-1_N/A_NA_no matches_no matches_no matches_no matches",13940.19,64.3346111111111,1
"8833_258.2429_6.6514_290_N/A_NA_no matches_no matches_no matches_no matches",2158.755,0,1
"8834_258.2793_9.7722_1134_Massbank:AU285203 N,N-Dimethyltetradecylamine-N-oxide|Myristamine oxide|N,N-dimethyltetradecan-1-amine oxide_Massbank:AU285203 N,N-Dimethyltetradecylamine-N-oxide|Myristamine oxide|N,N-dimethyltetradecan-1-amine oxide_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Aminoxides",5288034,2702125.15425,1
"8835_258.2793_9.6521_1134_Massbank:AU285203 N,N-Dimethyltetradecylamine-N-oxide|Myristamine oxide|N,N-dimethyltetradecan-1-amine oxide_Massbank:AU285203 N,N-Dimethyltetradecylamine-N-oxide|Myristamine oxide|N,N-dimethyltetradecan-1-amine oxide_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Aminoxides",3730842,206708.226444444,1
"8837_258.2793_9.5286_1134_Massbank:AU285203 N,N-Dimethyltetradecylamine-N-oxide|Myristamine oxide|N,N-dimethyltetradecan-1-amine oxide_Massbank:AU285203 N,N-Dimethyltetradecylamine-N-oxide|Myristamine oxide|N,N-dimethyltetradecan-1-amine oxide_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Aminoxides",200495.4,26916.3530277778,1
"8838_258.2793_8.8743_-1_N/A_NA_no matches_no matches_no matches_no matches",171979.8,11250.8993888889,1
"8839_258.2793_9.9879_1134_N/A_NA_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Aminoxides",80323.38,71397.0963611111,1
"8840_258.2793_9.0666_694_N/A_NA_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines",208148.3,35544.8136388889,1
"8849_259.0811_3.082_3586_N/A_NA_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Cyclohexylamines",13219.88,9485.42194444444,1
"8864_259.1175_3.387_3016_N/A_NA_no matches_no matches_no matches_no matches",177114.2,42386.2963888889,1
"8865_259.1176_3.2679_-1_N/A_NA_no matches_no matches_no matches_no matches",320731.5,44730.55,1
"8866_259.1176_3.4789_3016_N/A_NA_no matches_no matches_no matches_no matches",79633.47,58553.3777777778,1
"8868_259.1177_3.0285_-1_N/A_NA_no matches_no matches_no matches_no matches",66206.55,44404.6722222222,1
"8869_259.1177_4.8504_6914_N/A_NA_no matches_no matches_no matches_no matches",37198.17,62959.7563055556,1
"8870_259.1177_5.0642_6914_N/A_NA_no matches_no matches_no matches_no matches",101840.7,133974.128055556,1
"8871_259.1177_4.5134_661_N/A_NA_no matches_no matches_no matches_no matches",148378.3,27190.3169444444,1
"8872_259.1177_6.9979_10944_N/A_NA_no matches_no matches_no matches_no matches",29178.25,53747.7455555556,1
"8873_259.1178_2.7668_-1_N/A_NA_no matches_no matches_no matches_no matches",21747.93,20573.4608611111,1
"8875_259.1178_4.0308_-1_N/A_NA_no matches_no matches_no matches_no matches",27752.52,21076.9048888889,1
"8877_259.1178_2.4397_-1_N/A_NA_no matches_no matches_no matches_no matches",19819.49,24842.5366666667,1
"8882_259.133_6.3334_1475_N/A_NA_Organic compounds_Phenylpropanoids and polyketides_Macrolides and analogues_NA",37357.22,65067.4816666667,1
"8887_259.133_7.3963_3298_N/A_NA_no matches_no matches_no matches_no matches",34053.5,49108.105,1
"8888_259.133_9.8751_9528_N/A_NA_no matches_no matches_no matches_no matches",151529.4,29592.2561111111,1
"8889_259.1331_8.4608_1274_N/A_NA_no matches_no matches_no matches_no matches",113841.1,45227.8772222222,1
"8890_259.1331_9.2214_10284_N/A_NA_no matches_no matches_no matches_no matches",127043.6,82709.8452305556,1
"8891_259.1331_8.8401_1274_N/A_NA_no matches_no matches_no matches_no matches",64734.63,31869.2546944444,1
"8899_259.1372_0.6735_9829_N/A_NA_no matches_no matches_no matches_no matches",6955.504,10193.7876944444,1
"8903_259.1458_3.963_-1_N/A_NA_no matches_no matches_no matches_no matches",2424.191,0,1
"8904_259.1537_3.9701_5605_N/A_NA_no matches_no matches_no matches_no matches",260305.9,27715.3618611111,1
"8905_259.1539_3.7967_432_N/A_NA_no matches_no matches_no matches_no matches",58603.98,41460.1222222222,1
"8906_259.154_4.1113_5605_N/A_NA_no matches_no matches_no matches_no matches",167726.5,85799.2630555556,1
"8911_259.1541_7.5819_9633_N/A_NA_no matches_no matches_no matches_no matches",24497.82,20816.1205833333,1
"8912_259.1541_9.9762_3100_N/A_NA_no matches_no matches_no matches_no matches",33914.09,13135.4670555556,1
"8913_259.1541_10.8516_3100_N/A_NA_no matches_no matches_no matches_no matches",247358.2,4681.09863888889,1
"8915_259.1541_7.2783_3298_N/A_NA_no matches_no matches_no matches_no matches",201612.6,118445.7155,1
"8916_259.1541_10.604_3100_N/A_NA_no matches_no matches_no matches_no matches",3770871,95741.7261111111,1
"8917_259.1541_9.3519_3100_N/A_NA_no matches_no matches_no matches_no matches",2874.618,5164.89166666667,1
"8918_259.1541_5.1133_5118_N/A_NA_no matches_no matches_no matches_no matches",219274.2,30669.7350555556,1
"8919_259.1542_5.5527_-1_N/A_NA_no matches_no matches_no matches_no matches",87210.51,121017.791111111,1
"8920_259.1542_8.7145_3100_N/A_NA_no matches_no matches_no matches_no matches",49777.34,49535.8471666667,1
"8921_259.1542_5.1672_5118_N/A_NA_no matches_no matches_no matches_no matches",295338,31591.373,1
"8922_259.1542_9.6323_3100_N/A_NA_no matches_no matches_no matches_no matches",98183.2,31735.9318888889,1
"8923_259.1542_5.8431_9633_N/A_NA_no matches_no matches_no matches_no matches",145969.1,32676.7327777778,1
"8924_259.1542_9.8833_3100_N/A_NA_no matches_no matches_no matches_no matches",44281.61,14875.9187222222,1
"8925_259.1542_6.3082_2656_N/A_NA_no matches_no matches_no matches_no matches",708664,40892.53925,1
"8927_259.1542_9.554_3100_N/A_NA_no matches_no matches_no matches_no matches",95590.55,18584.5428333333,1
"8928_259.1542_6.5167_295_N/A_NA_no matches_no matches_no matches_no matches",793104.9,185488.914444444,1
"8932_259.1651_4.5803_576_N/A_NA_no matches_no matches_no matches_no matches",7029.731,10294.2884166667,1
"8933_259.1652_3.7748_-1_N/A_NA_no matches_no matches_no matches_no matches",4917.191,6738.69472222222,1
"8934_259.1652_2.887_2325_N/A_NA_no matches_no matches_no matches_no matches",245233.2,40171.6556388889,1
"8935_259.1652_3.2521_2325_N/A_NA_no matches_no matches_no matches_no matches",76762.78,8299.01130555556,1
"8936_259.1653_2.1292_-1_N/A_NA_no matches_no matches_no matches_no matches",8692.585,3636.64155555556,1
"8937_259.1653_2.6867_2325_N/A_NA_no matches_no matches_no matches_no matches",66740.09,11282.5665277778,1
"8938_259.1653_1.9874_10525_N/A_NA_no matches_no matches_no matches_no matches",4727.506,2381.88077777778,1
"8939_259.1653_3.4039_2340_N/A_NA_no matches_no matches_no matches_no matches",40152.36,6467.60019444444,1
"8940_259.1653_3.0611_2325_N/A_NA_no matches_no matches_no matches_no matches",359476.7,26851.4272222222,1
"8941_259.1653_3.4623_2340_N/A_NA_no matches_no matches_no matches_no matches",42877.14,6322.03827777778,1
"8942_259.1654_1.1427_1782_N/A_NA_no matches_no matches_no matches_no matches",17244.49,24887.5020833333,1
"8943_259.1654_1.0672_1782_N/A_NA_no matches_no matches_no matches_no matches",76995.14,7713.75927777778,1
"8944_259.1657_0.6694_1782_N/A_NA_no matches_no matches_no matches_no matches",133644,20592.4771388889,1
"8946_259.1692_7.4634_9706_N/A_NA_no matches_no matches_no matches_no matches",37875.64,43914.4236111111,1
"8948_259.1692_8.3963_1475_N/A_NA_Organic compounds_Phenylpropanoids and polyketides_Macrolides and analogues_NA",95488.74,46775.4616666667,1
"8949_259.1692_8.9689_-1_N/A_NA_no matches_no matches_no matches_no matches",47610.89,38519.7869444444,1
"8954_259.1693_9.4797_3100_N/A_NA_no matches_no matches_no matches_no matches",100945.7,70590.7177777778,1
"8957_259.1693_9.5953_3100_N/A_NA_no matches_no matches_no matches_no matches",154237.9,58867.4497222222,1
"8961_259.1693_9.2714_10284_N/A_NA_no matches_no matches_no matches_no matches",71966.6,46614.365,1
"8962_259.1694_9.7254_3100_N/A_NA_no matches_no matches_no matches_no matches",251697,109829.830277778,1
"8963_259.1694_10.1035_-1_N/A_NA_no matches_no matches_no matches_no matches",243301.3,141096.852222222,1
"8964_259.1694_10.1578_2391_N/A_NA_no matches_no matches_no matches_no matches",1126226,126603.649166667,1
"8965_259.1694_10.0393_-1_N/A_NA_no matches_no matches_no matches_no matches",332953.8,84371.8952777778,1
"8966_259.1694_9.9271_3100_N/A_NA_no matches_no matches_no matches_no matches",139590.8,86088.4802777778,1
"8967_259.1694_10.3629_1897_N/A_NA_Organic compounds_Phenylpropanoids and polyketides_Cinnamaldehydes_NA",1179436,114734.477777778,1
"8968_259.1695_10.4143_1897_N/A_NA_Organic compounds_Phenylpropanoids and polyketides_Cinnamaldehydes_NA",297984.4,66535.2291666667,1
"8969_259.1695_10.5127_1897_N/A_NA_Organic compounds_Phenylpropanoids and polyketides_Cinnamaldehydes_NA",185687.3,61821.2908333333,1
"8970_259.1732_8.7836_1041_N/A_NA_no matches_no matches_no matches_no matches",12953.35,56.6877777777778,1
"8971_259.1732_8.5686_1041_N/A_NA_no matches_no matches_no matches_no matches",5888.015,0,1
"8972_259.1734_7.5526_1815_N/A_NA_no matches_no matches_no matches_no matches",20330.6,2821.75155555556,1
"8974_259.1896_10.1831_2391_Dibutyl adipate_Dibutyl adipate_no matches_no matches_no matches_no matches",3181666,503529.760277778,1
"8975_259.1897_10.3623_-1_N/A_NA_no matches_no matches_no matches_no matches",262142.8,94086.1461111111,1
"8976_259.1898_10.0751_2391_Spectral Match to Dibutyl adipate from NIST14_Spectral Match to Dibutyl adipate from NIST14_no matches_no matches_no matches_no matches",2098421,208282.269166667,1
"8977_259.1903_9.6501_3100_N/A_NA_no matches_no matches_no matches_no matches",12009.44,3727.79955555556,1
"8978_259.1905_6.3853_295_N/A_NA_no matches_no matches_no matches_no matches",2641.043,3554.42216666667,1
"8979_259.1906_9.1718_17057_N/A_NA_no matches_no matches_no matches_no matches",89895.17,90456.0360277778,1
"8980_259.2017_2.9319_1445_N/A_NA_no matches_no matches_no matches_no matches",358143.4,69444.6896388889,1
"8981_259.2017_5.3488_-1_N/A_NA_no matches_no matches_no matches_no matches",5546.234,836.869222222222,1
"8982_259.2018_2.4651_2325_N/A_NA_no matches_no matches_no matches_no matches",50661.65,10600.8984722222,1
"8983_259.2018_3.557_3016_N/A_NA_no matches_no matches_no matches_no matches",16913.04,11748.2051111111,1
"8985_259.2018_2.3459_14220_N/A_NA_no matches_no matches_no matches_no matches",72755.21,14364.06225,1
"8986_259.2018_1.718_9829_N/A_NA_no matches_no matches_no matches_no matches",26098.06,18253.1149444444,1
"8990_259.2018_3.1322_2482_N/A_NA_no matches_no matches_no matches_no matches",6668987,517297.963888889,1
"8991_259.2018_3.2121_2482_N/A_NA_no matches_no matches_no matches_no matches",332811.8,538186.496111111,1
"8992_259.2018_2.6909_2325_N/A_NA_no matches_no matches_no matches_no matches",234693.8,20350.0995277778,1
"8993_259.2018_3.4274_3016_N/A_NA_no matches_no matches_no matches_no matches",267212.9,164507.657222222,1
"8994_259.2018_1.2385_-1_N/A_NA_no matches_no matches_no matches_no matches",52380.27,21177.3516666667,1
"8995_259.2019_1.1168_2482_N/A_NA_no matches_no matches_no matches_no matches",193755.2,26850.5604166667,1
"8996_259.202_0.6846_2482_N/A_NA_no matches_no matches_no matches_no matches",2018318,75391.6105555556,1
"8997_259.2058_9.8683_9528_N/A_NA_no matches_no matches_no matches_no matches",95488.55,10659.6275833333,1
"8998_259.2058_10.1838_-1_N/A_NA_no matches_no matches_no matches_no matches",120402.4,8525.19011111111,1
"8999_259.2058_10.055_9528_N/A_NA_no matches_no matches_no matches_no matches",53761.4,9544.06583333333,1
"9000_259.2092_12.3812_1897_9,12-Octadecadiynoic Acid_9,12-Octadecadiynoic Acid_Organic compounds_Phenylpropanoids and polyketides_Cinnamaldehydes_NA",317611.7,213912.681666667,1
"9002_259.2092_10.5456_1897_9,12-Octadecadiynoic Acid_9,12-Octadecadiynoic Acid_Organic compounds_Phenylpropanoids and polyketides_Cinnamaldehydes_NA",35714910,6948429.36111111,1
"9004_259.2251_7.4684_-1_N/A_NA_no matches_no matches_no matches_no matches",209290.8,25523.2366944444,1
"9005_259.2251_7.9514_-1_N/A_NA_no matches_no matches_no matches_no matches",2311106,72194.2231388889,1
"9006_259.2252_7.6488_237_N/A_NA_no matches_no matches_no matches_no matches",917904.5,78473.053,1
"9007_259.2381_7.387_6254_N/A_NA_no matches_no matches_no matches_no matches",279405.7,3701.33086111111,1
"9009_259.2551_8.4237_-1_N/A_NA_no matches_no matches_no matches_no matches",97790.12,43152.995,1
"9025_260.1283_6.8828_-1_N/A_NA_no matches_no matches_no matches_no matches",50711.49,6923.24069444444,1
"9028_260.1429_8.4421_999_N/A_NA_no matches_no matches_no matches_no matches",2145.537,2035.62233333333,1
"9029_260.1433_7.2268_2000_Arg-Ser_Arg-Ser_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",24806.84,5086.10480555556,1
"9030_260.1433_7.4231_2000_Ser-Arg_Ser-Arg_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",83131.36,13810.3611111111,1
"9031_260.1434_7.7852_2000_Imazamox_Imazamox_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",69389.62,18673.3188055556,1
"9033_260.1493_5.258_9324_N/A_NA_no matches_no matches_no matches_no matches",157322.4,49272.5833333333,1
"9034_260.1494_5.1472_9324_N/A_NA_no matches_no matches_no matches_no matches",78320.05,93392.0327777778,1
"9035_260.1494_2.4613_-1_N/A_NA_no matches_no matches_no matches_no matches",24964.81,22741.4145,1
"9036_260.1494_4.8349_984_N/A_NA_no matches_no matches_no matches_no matches",171018.6,258155.152777778,1
"9037_260.1494_4.514_984_N/A_NA_no matches_no matches_no matches_no matches",124379.9,81323.9211111111,1
"9038_260.1494_5.0426_984_N/A_NA_no matches_no matches_no matches_no matches",90080.02,118025.103611111,1
"9039_260.1494_4.2693_-1_N/A_NA_no matches_no matches_no matches_no matches",66438.6,61693.8069444444,1
"9040_260.1494_4.1732_-1_N/A_NA_no matches_no matches_no matches_no matches",242616.7,88155.7036111111,1
"9041_260.1494_3.2805_5241_N/A_NA_no matches_no matches_no matches_no matches",52709.37,28492.1219444444,1
"9042_260.1494_3.9772_2325_N/A_NA_no matches_no matches_no matches_no matches",70461.98,49188.5591666667,1
"9043_260.1494_3.1209_5241_N/A_NA_no matches_no matches_no matches_no matches",145080.7,41913.9069444444,1
"9044_260.1494_3.7679_2325_N/A_NA_no matches_no matches_no matches_no matches",274432,160455.078333333,1
"9045_260.1494_3.7009_2325_N/A_NA_no matches_no matches_no matches_no matches",221959,117945.611388889,1
"9046_260.1494_3.4631_2325_N/A_NA_no matches_no matches_no matches_no matches",116413.6,50351.1286111111,1
"9047_260.1494_8.4142_999_N/A_NA_no matches_no matches_no matches_no matches",14729.4,1083.248,1
"9048_260.1495_8.5797_999_N/A_NA_no matches_no matches_no matches_no matches",18380.73,2611.29269444444,1
"9063_260.1646_4.4797_8646_N/A_NA_no matches_no matches_no matches_no matches",21999.66,27685.2263888889,1
"9070_260.1857_3.2033_9664_N/A_NA_no matches_no matches_no matches_no matches",15944.13,8557.447,1
"9071_260.1857_3.8101_4503_N/A_NA_no matches_no matches_no matches_no matches",51518.16,8710.87313888889,1
"9072_260.1857_3.7018_9664_N/A_NA_no matches_no matches_no matches_no matches",98374.03,9724.87780555556,1
"9073_260.1857_3.3047_11733_N/A_NA_no matches_no matches_no matches_no matches",17325.5,9680.25463888889,1
"9074_260.1857_4.7241_5484_Massbank:RP025502 Hexanoyl-L-Carnitine|L-Hexanoylcarnitine|(3R)-3-hexanoyloxy-4-(trimethylazaniumyl)butanoate_Massbank:RP025502 Hexanoyl-L-Carnitine|L-Hexanoylcarnitine|(3R)-3-hexanoyloxy-4-(trimethylazaniumyl)butanoate_no matches_no matches_no matches_no matches",72514.13,31223.7566666667,1
"9075_260.1858_3.9762_489_N/A_NA_no matches_no matches_no matches_no matches",64324.48,16562.9484444444,1
"9076_260.1858_4.8188_-1_N/A_NA_no matches_no matches_no matches_no matches",294297.9,36390.5113888889,1
"9077_260.1858_4.5263_10423_Massbank:RP025502 Hexanoyl-L-Carnitine|L-Hexanoylcarnitine|(3R)-3-hexanoyloxy-4-(trimethylazaniumyl)butanoate_Massbank:RP025502 Hexanoyl-L-Carnitine|L-Hexanoylcarnitine|(3R)-3-hexanoyloxy-4-(trimethylazaniumyl)butanoate_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acid esters",115523.5,74576.3201388889,1
"9078_260.1858_3.4376_9664_N/A_NA_no matches_no matches_no matches_no matches",11132.49,17216.8108055556,1
"9079_260.1858_4.0743_4503_N/A_NA_no matches_no matches_no matches_no matches",29922.96,34211.4243611111,1
"9080_260.1858_4.3993_2606_N/A_NA_no matches_no matches_no matches_no matches",44410.87,88163.7153055556,1
"9081_260.1858_5.2571_-1_N/A_NA_no matches_no matches_no matches_no matches",170694,52285.6186111111,1
"9082_260.1858_7.4869_9278_N/A_NA_no matches_no matches_no matches_no matches",43998.94,11148.4174444444,1
"9083_260.1858_4.9239_984_N/A_NA_no matches_no matches_no matches_no matches",195467.1,31057.0084444444,1
"9084_260.1858_8.0494_33_N/A_NA_no matches_no matches_no matches_no matches",9065.037,12609.7947777778,1
"9085_260.1858_6.1945_3715_N/A_NA_no matches_no matches_no matches_no matches",60417.69,26362.8636138889,1
"9086_260.1858_4.2924_10423_Massbank:RP025502 Hexanoyl-L-Carnitine|L-Hexanoylcarnitine|(3R)-3-hexanoyloxy-4-(trimethylazaniumyl)butanoate_Massbank:RP025502 Hexanoyl-L-Carnitine|L-Hexanoylcarnitine|(3R)-3-hexanoyloxy-4-(trimethylazaniumyl)butanoate_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acid esters",50428.75,75393.3212222222,1
"9087_260.1858_7.3113_2000_N/A_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",17170.44,9705.08333333333,1
